DATAFLOW,REF_AREA: Reference area,MEASURE: Measure,UNIT_MEASURE: Unit of measure,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CRI: Costa Rica,TUD: Trade union density,PT_SAL: Percentage of employees,2019,20.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2000,21.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2001,20.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2002,20.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2003,19.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2004,19.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2005,18.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2006,18.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2007,18.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2008,18.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2009,18.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2010,18.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2011,19,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2012,18,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2013,17.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2014,17.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2015,17.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2016,17.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2017,17.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2018,17,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),JPN: Japan,TUD: Trade union density,PT_SAL: Percentage of employees,2019,16.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2001,18.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2003,12.2,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2006,9.8000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2007,9.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2008,8.8999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2009,10,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2010,10.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2011,9.6999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2012,9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2013,8.3999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2014,8.1000004,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2015,7.9000001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2016,7.6999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2017,7.6999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2018,7.0999999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LTU: Lithuania,TUD: Trade union density,PT_SAL: Percentage of employees,2019,7.4000001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2000,34.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2001,32.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2002,30.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2003,27.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2004,25.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2005,23.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2006,20.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2007,18.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2008,16.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2009,16,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2010,16.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2011,14.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2012,14.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2013,14.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2014,13.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2015,12.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2016,11.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2017,11.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),SVK: Slovak Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2018,11.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2000,11.2,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2001,10.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2002,11.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2003,11.7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2004,11.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2005,11.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2006,11.2,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2007,11.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2008,12.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2009,13.7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2010,13.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2011,13.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2012,14.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2013,14.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2014,14.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2015,15.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2016,16.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2017,17,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CHL: Chile,TUD: Trade union density,PT_SAL: Percentage of employees,2018,16.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2000,24.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2001,23.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2002,23.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2003,23,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2004,22.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2005,21.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2006,20.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2007,19.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2008,19,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2009,18.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2010,18.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2011,18.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2012,18.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2013,18,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2014,17.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2015,17.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2016,17,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2017,16.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2018,16.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DEU: Germany,TUD: Trade union density,PT_SAL: Percentage of employees,2019,16.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2000,74.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2001,73.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2002,73.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2003,72.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2004,71.699997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2005,71.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2006,69.699997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2007,69,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2008,68.800003,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2009,68.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2010,68.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2011,68.699997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2012,69,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2013,68.800003,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2014,68.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2015,68.199997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2016,67.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2017,66.699997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2018,67.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),DNK: Denmark,TUD: Trade union density,PT_SAL: Percentage of employees,2019,67,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2003,44,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2004,43.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2005,42.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2006,41.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2007,39.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2008,37.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2009,36.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2010,36.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2011,36.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2012,35.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2013,34.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2014,34.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2015,33.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2016,32.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2017,32.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2018,30.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LUX: Luxembourg,TUD: Trade union density,PT_SAL: Percentage of employees,2019,28.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CAN: Canada,TUD: Trade union density,PT_SAL: Percentage of employees,2000,28.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CAN: Canada,TUD: Trade union density,PT_SAL: Percentage of employees,2001,28.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CAN: Canada,TUD: Trade union density,PT_SAL: Percentage of employees,2002,28.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CAN: Canada,TUD: Trade union density,PT_SAL: Percentage of employees,2003,28.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CAN: Canada,TUD: Trade union density,PT_SAL: Percentage of employees,2004,27.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CAN: Canada,TUD: Trade union density,PT_SAL: Percentage of employees,2005,27.700001,,,1: One
